K4FE5QRHTST74PZW3TERVWDB4A|49515735|664948|772074|961099
K4FE5QRHTST74PZW3TERVWDB4A|49515734|768063|664948|772074
K4FE5QRHTST74PZW3TERVWDB4A|49515733|940053|768063|664948
K4FE5QRHTST74PZW3TERVWDB4A|49515732|916707|940053|768063
K4FE5QRHTST74PZW3TERVWDB4A|49515731|584203|916707|940053
K4FE5QRHTST74PZW3TERVWDB4A|49515730|952999|584203|916707
K4FE5QRHTST74PZW3TERVWDB4A|49515729|943596|952999|584203
K4FE5QRHTST74PZW3TERVWDB4A|49515728|111849|943596|952999
K4FE5QRHTST74PZW3TERVWDB4A|49515727|473840|111849|943596
K4FE5QRHTST74PZW3TERVWDB4A|49515726|822332|473840|111849
K4FE5QRHTST74PZW3TERVWDB4A|49515725|263649|822332|473840
K4FE5QRHTST74PZW3TERVWDB4A|49515724|482937|263649|822332
K4FE5QRHTST74PZW3TERVWDB4A|49515723|001201|482937|263649
K4FE5QRHTST74PZW3TERVWDB4A|49515722|803653|001201|482937
K4FE5QRHTST74PZW3TERVWDB4A|49515721|183952|803653|001201
K4FE5QRHTST74PZW3TERVWDB4A|49515720|324784|183952|803653
K4FE5QRHTST74PZW3TERVWDB4A|49515719|813222|324784|183952
K4FE5QRHTST74PZW3TERVWDB4A|49515718|155551|813222|324784
K4FE5QRHTST74PZW3TERVWDB4A|49515717|313323|155551|813222
K4FE5QRHTST74PZW3TERVWDB4A|49515716|546637|313323|155551
K4FE5QRHTST74PZW3TERVWDB4A|49515715|529665|546637|313323
K4FE5QRHTST74PZW3TERVWDB4A|49515714|891943|529665|546637
K4FE5QRHTST74PZW3TERVWDB4A|49515713|554926|891943|529665
K4FE5QRHTST74PZW3TERVWDB4A|49515712|411751|554926|891943
K4FE5QRHTST74PZW3TERVWDB4A|49515711|676942|411751|554926
K4FE5QRHTST74PZW3TERVWDB4A|49515710|994381|676942|411751
K4FE5QRHTST74PZW3TERVWDB4A|49515709|523938|994381|676942
K4FE5QRHTST74PZW3TERVWDB4A|49515708|633796|523938|994381
K4FE5QRHTST74PZW3TERVWDB4A|49515707|983606|633796|523938
K4FE5QRHTST74PZW3TERVWDB4A|49515706|887415|983606|633796
72OVQV5US4HVELIDJNROV4IWJI|49515735|525932|498854|268314
72OVQV5US4HVELIDJNROV4IWJI|49515734|929343|525932|498854
72OVQV5US4HVELIDJNROV4IWJI|49515733|830320|929343|525932
72OVQV5US4HVELIDJNROV4IWJI|49515732|371713|830320|929343
72OVQV5US4HVELIDJNROV4IWJI|49515731|725285|371713|830320
72OVQV5US4HVELIDJNROV4IWJI|49515730|800362|725285|371713
72OVQV5US4HVELIDJNROV4IWJI|49515729|435046|800362|725285
72OVQV5US4HVELIDJNROV4IWJI|49515728|858595|435046|800362
72OVQV5US4HVELIDJNROV4IWJI|49515727|311837|858595|435046
72OVQV5US4HVELIDJNROV4IWJI|49515726|032886|311837|858595
72OVQV5US4HVELIDJNROV4IWJI|49515725|971740|032886|311837
72OVQV5US4HVELIDJNROV4IWJI|49515724|608850|971740|032886
72OVQV5US4HVELIDJNROV4IWJI|49515723|157796|608850|971740
72OVQV5US4HVELIDJNROV4IWJI|49515722|068161|157796|608850
72OVQV5US4HVELIDJNROV4IWJI|49515721|999345|068161|157796
72OVQV5US4HVELIDJNROV4IWJI|49515720|915210|999345|068161
72OVQV5US4HVELIDJNROV4IWJI|49515719|811149|915210|999345
72OVQV5US4HVELIDJNROV4IWJI|49515718|403606|811149|915210
72OVQV5US4HVELIDJNROV4IWJI|49515717|450973|403606|811149
72OVQV5US4HVELIDJNROV4IWJI|49515716|288025|450973|403606
72OVQV5US4HVELIDJNROV4IWJI|49515715|393130|288025|450973
72OVQV5US4HVELIDJNROV4IWJI|49515714|272595|393130|288025
72OVQV5US4HVELIDJNROV4IWJI|49515713|893681|272595|393130
72OVQV5US4HVELIDJNROV4IWJI|49515712|277940|893681|272595
72OVQV5US4HVELIDJNROV4IWJI|49515711|926822|277940|893681
72OVQV5US4HVELIDJNROV4IWJI|49515710|134872|926822|277940
72OVQV5US4HVELIDJNROV4IWJI|49515709|860643|134872|926822
72OVQV5US4HVELIDJNROV4IWJI|49515708|537067|860643|134872
72OVQV5US4HVELIDJNROV4IWJI|49515707|617277|537067|860643
72OVQV5US4HVELIDJNROV4IWJI|49515706|166329|617277|537067
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515735|353351|501698|627410
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515734|199242|353351|501698
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515733|044069|199242|353351
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515732|216209|044069|199242
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515731|614386|216209|044069
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515730|466213|614386|216209
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515729|685348|466213|614386
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515728|587671|685348|466213
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515727|397226|587671|685348
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515726|548080|397226|587671
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515725|349214|548080|397226
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515724|528996|349214|548080
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515723|021707|528996|349214
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515722|524858|021707|528996
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515721|777661|524858|021707
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515720|059824|777661|524858
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515719|088474|059824|777661
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515718|281214|088474|059824
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515717|788599|281214|088474
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515716|177405|788599|281214
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515715|365923|177405|788599
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515714|812054|365923|177405
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515713|814562|812054|365923
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515712|322701|814562|812054
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515711|751850|322701|814562
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515710|260017|751850|322701
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515709|755433|260017|751850
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515708|977973|755433|260017
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515707|901182|977973|755433
JCEPN7WCFGF56LJJKZ7KKYL67Y|49515706|900929|901182|977973
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515735|435952|377097|614665
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515734|462176|435952|377097
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515733|395019|462176|435952
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515732|153083|395019|462176
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515731|040627|153083|395019
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515730|089633|040627|153083
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515729|341208|089633|040627
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515728|227075|341208|089633
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515727|053832|227075|341208
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515726|477829|053832|227075
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515725|699997|477829|053832
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515724|807091|699997|477829
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515723|759400|807091|699997
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515722|692593|759400|807091
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515721|417294|692593|759400
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515720|574707|417294|692593
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515719|769205|574707|417294
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515718|761900|769205|574707
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515717|360457|761900|769205
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515716|980734|360457|761900
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515715|091074|980734|360457
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515714|324209|091074|980734
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515713|220669|324209|091074
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515712|186653|220669|324209
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515711|157351|186653|220669
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515710|781377|157351|186653
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515709|175336|781377|157351
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515708|065909|175336|781377
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515707|947600|065909|175336
E7NHD3ZZP3OEGUAELIJOWTOT4A|49515706|019528|947600|065909
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515735|197361|967849|216728
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515734|927065|197361|967849
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515733|457559|927065|197361
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515732|075562|457559|927065
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515731|785062|075562|457559
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515730|581158|785062|075562
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515729|664401|581158|785062
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515728|928025|664401|581158
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515727|682988|928025|664401
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515726|933092|682988|928025
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515725|201895|933092|682988
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515724|655319|201895|933092
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515723|897556|655319|201895
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515722|116162|897556|655319
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515721|636026|116162|897556
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515720|610880|636026|116162
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515719|127746|610880|636026
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515718|117398|127746|610880
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515717|465461|117398|127746
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515716|580279|465461|117398
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515715|334423|580279|465461
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515714|873097|334423|580279
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515713|977357|873097|334423
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515712|457916|977357|873097
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515711|443996|457916|977357
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515710|009040|443996|457916
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515709|467037|009040|443996
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515708|421023|467037|009040
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515707|385703|421023|467037
JMSLDO7EJGKUH2SJUVSP2MYMLA|49515706|502397|385703|421023
RY6QDHZY6HG7F2BIC7Z325ODJY|49515735|840673|169034|642226
RY6QDHZY6HG7F2BIC7Z325ODJY|49515734|602542|840673|169034
RY6QDHZY6HG7F2BIC7Z325ODJY|49515733|565018|602542|840673
RY6QDHZY6HG7F2BIC7Z325ODJY|49515732|194647|565018|602542
RY6QDHZY6HG7F2BIC7Z325ODJY|49515731|168516|194647|565018
RY6QDHZY6HG7F2BIC7Z325ODJY|49515730|700134|168516|194647
RY6QDHZY6HG7F2BIC7Z325ODJY|49515729|739701|700134|168516
RY6QDHZY6HG7F2BIC7Z325ODJY|49515728|876544|739701|700134
RY6QDHZY6HG7F2BIC7Z325ODJY|49515727|162404|876544|739701
RY6QDHZY6HG7F2BIC7Z325ODJY|49515726|649914|162404|876544
RY6QDHZY6HG7F2BIC7Z325ODJY|49515725|415086|649914|162404
RY6QDHZY6HG7F2BIC7Z325ODJY|49515724|838256|415086|649914
RY6QDHZY6HG7F2BIC7Z325ODJY|49515723|378687|838256|415086
RY6QDHZY6HG7F2BIC7Z325ODJY|49515722|065784|378687|838256
RY6QDHZY6HG7F2BIC7Z325ODJY|49515721|037924|065784|378687
RY6QDHZY6HG7F2BIC7Z325ODJY|49515720|065422|037924|065784
RY6QDHZY6HG7F2BIC7Z325ODJY|49515719|822194|065422|037924
RY6QDHZY6HG7F2BIC7Z325ODJY|49515718|556460|822194|065422
RY6QDHZY6HG7F2BIC7Z325ODJY|49515717|599911|556460|822194
RY6QDHZY6HG7F2BIC7Z325ODJY|49515716|850386|599911|556460
RY6QDHZY6HG7F2BIC7Z325ODJY|49515715|490283|850386|599911
RY6QDHZY6HG7F2BIC7Z325ODJY|49515714|118026|490283|850386
RY6QDHZY6HG7F2BIC7Z325ODJY|49515713|662718|118026|490283
RY6QDHZY6HG7F2BIC7Z325ODJY|49515712|866550|662718|118026
RY6QDHZY6HG7F2BIC7Z325ODJY|49515711|967931|866550|662718
RY6QDHZY6HG7F2BIC7Z325ODJY|49515710|584059|967931|866550
RY6QDHZY6HG7F2BIC7Z325ODJY|49515709|181619|584059|967931
RY6QDHZY6HG7F2BIC7Z325ODJY|49515708|149389|181619|584059
RY6QDHZY6HG7F2BIC7Z325ODJY|49515707|196780|149389|181619
RY6QDHZY6HG7F2BIC7Z325ODJY|49515706|668216|196780|149389
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515735|814316|521055|875728
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515734|324466|814316|521055
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515733|001594|324466|814316
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515732|638907|001594|324466
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515731|258163|638907|001594
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515730|044143|258163|638907
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515729|689671|044143|258163
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515728|579905|689671|044143
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515727|771467|579905|689671
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515726|820593|771467|579905
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515725|688043|820593|771467
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515724|129742|688043|820593
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515723|388465|129742|688043
JUSTOJYCGNSM6JDFYDBJX3MLZU|49515722|208582|388465|129742
